timestamp,open,high,low,close,volume,turnover,tr0,tr1,tr2,tr,atr,supertrend_line,trend_direction,rsi,macd,macd_signal,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,score
2026-01-05 21:45:00,4439.3,4442.7,4439.3,4442.5,16.01376,71118.136113,3.399999999999636,,,3.399999999999636,3.399999999999636,0.0,False,,0.0,0.0,0.0,,,,,-5.0
2026-01-05 22:00:00,4442.5,4442.6,4441.2,4441.2,8.88141,39452.708352,1.4000000000005457,0.1000000000003638,1.300000000000182,1.4000000000005457,3.1999999999997275,4451.499999999999,False,,-0.1037037037040136,-0.0207407407408027,-0.0829629629632108,,,,,-5.0
2026-01-05 22:15:00,4441.2,4441.3,4439.1,4439.1,5.4209,24069.604784,2.199999999999818,0.1000000000003638,2.0999999999994543,2.199999999999818,3.0999999999997367,4449.5,False,,-0.3512926031444294,-0.086851113221528,-0.2644414899229014,,,,,-5.0
2026-01-05 22:30:00,4439.1,4439.2,4436.4,4437.0,32.53651,144379.716161,2.800000000000182,0.0999999999994543,2.700000000000728,2.800000000000182,3.0699999999997813,4447.009999999998,False,,-0.7087905431271793,-0.2112389992026583,-0.4975515439245209,,,,,-5.0
2026-01-05 22:45:00,4437.0,4439.4,4437.0,4438.1,11.98074,53175.946639,2.399999999999636,2.399999999999636,0.0,2.399999999999636,3.002999999999767,4447.009999999998,False,,-0.8930548488888235,-0.3476021691398914,-0.5454526797489321,,,,,-5.0
2026-01-05 23:00:00,4438.1,4449.6,4438.1,4443.9,132.87629,590563.304003,11.5,11.5,0.0,11.5,3.852699999999791,4447.009999999998,False,,-0.5645661442995333,-0.3909949641718198,-0.1735711801277135,,,,,-5.0
2026-01-05 23:15:00,4443.9,4444.5,4441.4,4441.4,382.76493,1700560.20239,3.100000000000364,0.6000000000003638,2.5,3.100000000000364,3.777429999999848,4447.009999999998,False,,-0.5001995963239096,-0.4128358906022378,-0.0873637057216718,,,,,-5.0
2026-01-05 23:30:00,4441.4,4442.1,4430.1,4435.7,184.62979,818899.351433,12.0,0.7000000000007276,11.299999999999272,12.0,4.599686999999864,4447.009999999998,False,,-0.8987705391200507,-0.5100228203058004,-0.3887477188142503,,,,,-5.0
2026-01-05 23:45:00,4435.7,4436.4,4429.8,4432.6,120.38758,533671.664653,6.599999999999454,0.6999999999998181,5.899999999999636,6.599999999999454,4.7997182999998245,4447.009999999998,False,,-1.448092268784421,-0.6976367100015246,-0.7504555587828967,,,,,-5.0
2026-01-06 00:00:00,4432.6,4432.9,4427.8,4432.0,91.49093,405308.614969,5.099999999999454,0.2999999999992724,4.800000000000182,5.099999999999454,4.829746469999788,4444.83923941,False,,-1.9098333131796608,-0.9400760306371518,-0.9697572825425088,,,,,-5.0
2026-01-06 00:15:00,4432.0,4434.0,4430.7,4432.4,57.69814,255756.875779,3.300000000000182,2.0,1.300000000000182,3.300000000000182,4.676771822999827,4444.83923941,False,,-2.2179229255898463,-1.1956454096276907,-1.0222775159621555,,,,,-5.0
2026-01-06 00:30:00,4432.4,4435.4,4422.0,4427.8,186.98863,827876.453785,13.399999999999636,3.0,10.399999999999636,13.399999999999636,5.549094640699808,4444.83923941,False,,-2.800979768070647,-1.516712281316282,-1.2842674867543649,,,,,-5.0
2026-01-06 00:45:00,4427.8,4429.8,4426.0,4427.1,61.88682,274030.08997,3.800000000000182,2.0,1.800000000000182,3.800000000000182,5.374185176629846,4444.022555529889,False,,-3.2817111430267687,-1.86971205365838,-1.4119990893683891,,,,,-5.0
2026-01-06 01:00:00,4427.1,4434.0,4420.2,4431.2,356.19132,1576908.621626,13.800000000000182,6.899999999999636,6.900000000000546,13.800000000000182,6.21676665896688,4444.022555529889,False,33.431085043986855,-3.2938885890125675,-2.154547360729217,-1.1393412282833504,,,,,-5.0
2026-01-06 01:15:00,4431.2,4434.0,4426.0,4426.5,184.85212,818933.472676,8.0,2.800000000000182,5.199999999999818,8.0,6.395089993070192,4444.022555529889,False,29.38144329896771,-3.640820906078261,-2.451802069799026,-1.189018836279235,,,,,-3.0
2026-01-06 01:30:00,4426.5,4432.1,4424.7,4429.6,224.34543,993433.805949,7.400000000000546,5.600000000000364,1.800000000000182,7.400000000000546,6.495580993763228,4444.022555529889,False,35.714285714285566,-3.623849691174655,-2.686211594074152,-0.9376380971005034,,,,,-5.0
2026-01-06 01:45:00,4429.6,4440.9,4428.9,4440.0,181.95243,807022.556981,12.0,11.299999999999272,0.7000000000007276,12.0,7.046022894386905,4444.022555529889,False,50.92024539877268,-2.7396260932728183,-2.696894493913885,-0.042731599358933,,,,,-5.0
2026-01-06 02:00:00,4440.0,4448.5,4437.6,4448.4,230.77857,1025436.892545,10.899999999999636,8.5,2.399999999999636,10.899999999999636,7.431420604948178,4420.755738185156,True,60.32608695652196,-1.3455520368743237,-2.4266260025059734,1.0810739656316497,,,,,3.0
2026-01-06 02:15:00,4448.4,4449.3,4447.1,4449.2,78.98283,351328.000311,2.199999999999818,0.9000000000005457,1.2999999999992724,2.199999999999818,6.908278544453342,4427.4751643666405,True,60.1092896174864,-0.1741771831502774,-1.9761362386348345,1.8019590554845568,,,,,3.0
2026-01-06 02:30:00,4449.2,4449.7,4438.4,4443.6,154.85432,688042.157477,11.300000000000182,0.5,10.800000000000182,11.300000000000182,7.347450690008027,4427.4751643666405,True,49.72577696526574,0.2988279265564415,-1.5211434055965791,1.8199713321530209,4436.965,6.88371648396246,4450.732432967925,4423.197567032075,5.0
2026-01-06 02:45:00,4443.6,4447.0,4441.7,4444.7,131.68894,585276.005052,5.300000000000182,3.399999999999636,1.9000000000005457,5.300000000000182,7.142705621007242,4427.4751643666405,True,53.09568480300225,0.7537598167637043,-1.0661627611245224,1.8199225778882264,4437.075,6.993521438106904,4451.062042876214,4423.087957123786,5.0
2026-01-06 03:00:00,4444.7,4452.9,4444.2,4451.6,123.47284,549251.022209,8.699999999999818,8.199999999999818,0.5,8.699999999999818,7.298435058906501,4427.4751643666405,True,64.58715596330399,1.6520254308379665,-0.5225251227320247,2.1745505535699907,4437.595,7.670275847643778,4452.935551695287,4422.254448304713,5.0
2026-01-06 03:15:00,4451.6,4455.6,4451.4,4454.0,74.43459,331509.238063,4.200000000000728,4.0,0.2000000000007276,4.200000000000728,6.988591553015923,4432.534225340953,True,69.88847583643184,2.528421277410416,0.0876641572964635,2.4407571201139526,4438.34,8.502594031421282,4455.345188062843,4421.334811937158,5.0
2026-01-06 03:30:00,4454.0,4456.7,4453.5,4453.9,70.48201,313993.279121,3.199999999999818,2.699999999999818,0.5,3.199999999999818,6.609732397714312,4435.270802806857,True,70.54409005628582,3.178265074270712,0.7057843406913132,2.4724807335793986,4439.185,9.1755553395682,4457.536110679136,4420.833889320863,3.0
2026-01-06 03:45:00,4453.9,4457.3,4453.9,4456.8,78.2575,348626.320737,3.4000000000005457,3.4000000000005457,0.0,3.4000000000005457,6.288759157942936,4436.733722526172,True,71.86379928315526,3.882521438485128,1.341131760250076,2.541389678235052,4440.120000000001,9.976952387747325,4460.073904775495,4420.1660952245065,3.0
2026-01-06 04:00:00,4456.8,4458.1,4454.8,4455.8,77.22223,344179.246349,3.300000000000182,1.300000000000182,2.0,3.300000000000182,5.98988324214866,4438.480350273555,True,76.81992337164807,4.310271906876551,1.934959789575371,2.37531211730118,4440.715,10.55248910522065,4461.819978210441,4419.610021789559,3.0
