timestamp,open,high,low,close,volume,turnover
2026-01-13 10:24:00,92180.8,92219.1,92180.8,92219.1,9.835,906727.5008
2026-01-13 10:25:00,92219.1,92219.1,92168.2,92168.2,12.622,1163604.4079
2026-01-13 10:26:00,92168.2,92206.6,92158.3,92158.3,19.076,1758462.4752
2026-01-13 10:27:00,92158.3,92212.9,92158.3,92212.9,4.082,376295.2286
2026-01-13 10:28:00,92212.9,92227.9,92212.8,92226.0,17.742,1636219.2866
2026-01-13 10:29:00,92226.0,92226.2,92219.4,92226.2,5.172,476987.5639
2026-01-13 10:30:00,92226.2,92270.0,92219.0,92269.8,46.582,4297001.3559
2026-01-13 10:31:00,92269.8,92269.8,92243.3,92247.2,4.103,378503.245
2026-01-13 10:32:00,92247.2,92247.2,92220.0,92227.8,7.137,658276.7128
2026-01-13 10:33:00,92227.8,92230.8,92211.6,92215.3,6.992,644811.5386
2026-01-13 10:34:00,92215.3,92227.8,92215.3,92222.3,6.336,584331.2554
2026-01-13 10:35:00,92222.3,92223.0,92210.8,92222.9,21.154,1950692.9559
2026-01-13 10:36:00,92222.9,92259.6,92222.9,92258.5,7.494,691332.9782
2026-01-13 10:37:00,92258.5,92258.5,92235.2,92235.2,4.4,405920.857
2026-01-13 10:38:00,92235.2,92253.6,92221.5,92221.5,4.929,454671.8409
2026-01-13 10:39:00,92221.5,92233.3,92221.5,92233.3,5.45,502617.9993
2026-01-13 10:40:00,92233.3,92233.3,92197.7,92197.7,9.361,863219.0227
2026-01-13 10:41:00,92197.7,92197.7,92097.0,92107.8,54.151,4989677.1932
2026-01-13 10:42:00,92107.8,92115.1,92095.7,92109.1,10.865,1000771.9076
2026-01-13 10:43:00,92109.1,92109.2,92026.1,92036.9,112.527,10359932.3263
2026-01-13 10:44:00,92036.9,92046.7,92017.0,92024.1,51.02,4695447.8546
2026-01-13 10:45:00,92024.1,92024.1,91976.9,91991.0,63.941,5882045.9787
2026-01-13 10:46:00,91991.0,92023.2,91990.9,92008.1,29.02,2670143.5108
2026-01-13 10:47:00,92008.1,92055.2,92008.0,92031.9,12.02,1106343.9056
2026-01-13 10:48:00,92031.9,92057.1,92031.8,92057.0,6.194,570121.6241
2026-01-13 10:49:00,92057.0,92057.1,92000.0,92011.7,32.241,2966918.1485
2026-01-13 10:50:00,92011.7,92025.6,92011.6,92025.6,9.737,895972.4461
2026-01-13 10:51:00,92025.6,92082.0,92025.5,92082.0,11.616,1069387.5235
2026-01-13 10:52:00,92082.0,92082.0,92037.5,92056.0,14.338,1319938.0246
2026-01-13 10:53:00,92056.0,92069.8,92055.9,92069.7,4.537,417690.025
2026-01-13 10:54:00,92069.7,92072.9,92062.5,92062.5,6.015,553785.3992
2026-01-13 10:55:00,92062.5,92076.2,92062.5,92076.2,6.236,574126.2314
2026-01-13 10:56:00,92076.2,92082.0,92076.2,92077.1,4.849,446487.6496
2026-01-13 10:57:00,92077.1,92100.0,92068.7,92072.4,11.128,1024728.5613
2026-01-13 10:58:00,92072.4,92117.9,92072.4,92113.7,25.074,2309499.1165
2026-01-13 10:59:00,92113.7,92113.7,92098.1,92098.1,3.475,320077.5429
2026-01-13 11:00:00,92098.1,92124.9,92096.1,92116.8,40.867,3764284.5756
2026-01-13 11:01:00,92116.8,92116.9,92065.0,92065.0,7.023,646791.4442
2026-01-13 11:02:00,92065.0,92065.0,92026.8,92029.9,22.67,2086496.3706
2026-01-13 11:03:00,92029.9,92043.7,92002.8,92002.8,31.176,2868905.5545
2026-01-13 11:04:00,92002.8,92028.0,92002.5,92019.0,12.882,1185335.8207
2026-01-13 11:05:00,92019.0,92038.4,91991.2,92038.4,31.472,2895677.2558
2026-01-13 11:06:00,92038.4,92076.2,92038.3,92076.1,4.461,410660.1655
2026-01-13 11:07:00,92076.1,92118.8,92076.1,92112.9,16.688,1537103.9394
2026-01-13 11:08:00,92112.9,92129.8,92111.0,92111.0,8.7,801441.2994
2026-01-13 11:09:00,92111.0,92190.4,92111.0,92170.9,64.338,5928598.5198
2026-01-13 11:10:00,92170.9,92179.0,92164.8,92169.0,8.053,742249.5258
2026-01-13 11:11:00,92169.0,92225.0,92150.9,92212.8,49.144,4530898.8488
2026-01-13 11:12:00,92212.8,92230.6,92172.1,92184.9,47.594,4389042.7043
2026-01-13 11:13:00,92184.9,92195.2,92174.4,92178.7,15.692,1446558.1315
2026-01-13 11:14:00,92178.7,92179.9,92178.6,92179.8,3.048,280960.6179
2026-01-13 11:15:00,92179.8,92179.9,92155.0,92163.4,8.985,828088.3333
2026-01-13 11:16:00,92163.4,92187.8,92163.4,92187.7,5.887,542626.3105
2026-01-13 11:17:00,92187.7,92202.5,92187.7,92193.1,5.688,524426.2162
2026-01-13 11:18:00,92193.1,92214.9,92184.6,92212.0,6.513,600485.469
2026-01-13 11:19:00,92212.0,92212.0,92113.1,92113.2,21.263,1959657.3421
2026-01-13 11:20:00,92113.2,92113.2,92092.4,92092.4,12.679,1167696.6284
2026-01-13 11:21:00,92092.4,92092.5,92082.6,92082.6,7.789,717295.4206
2026-01-13 11:22:00,92082.6,92100.0,92082.6,92099.9,13.97,1286535.7157
2026-01-13 11:23:00,92099.9,92130.7,92099.9,92130.7,5.213,480166.0314
2026-01-13 11:24:00,92130.7,92199.6,92130.6,92155.2,24.906,2295826.8895
2026-01-13 11:25:00,92155.2,92164.8,92155.2,92164.7,8.689,800783.0529
2026-01-13 11:26:00,92164.7,92197.8,92164.7,92197.8,15.31,1411326.675
2026-01-13 11:27:00,92197.8,92200.0,92177.4,92177.5,9.974,919574.8159
2026-01-13 11:28:00,92177.5,92181.0,92167.1,92167.1,7.982,735744.4677
2026-01-13 11:29:00,92167.1,92170.8,92167.1,92170.7,1.618,149127.3233
2026-01-13 11:30:00,92170.7,92176.8,92120.0,92120.1,6.141,565994.933
2026-01-13 11:31:00,92120.1,92133.0,92110.6,92115.7,13.476,1241422.5004
2026-01-13 11:32:00,92115.7,92128.9,92113.4,92123.5,12.36,1138548.2456
2026-01-13 11:33:00,92123.5,92127.9,92110.5,92110.6,5.058,465956.8978
2026-01-13 11:34:00,92110.6,92110.6,92051.8,92058.3,53.102,4889690.5382
2026-01-13 11:35:00,92058.3,92061.3,92050.3,92058.3,12.201,1123154.7125
2026-01-13 11:36:00,92058.3,92127.3,92052.3,92100.9,53.778,4951817.1674
2026-01-13 11:37:00,92100.9,92114.6,92093.0,92093.1,11.065,1019140.0429
2026-01-13 11:38:00,92093.1,92122.6,92077.3,92106.5,18.826,1733776.7772
2026-01-13 11:39:00,92106.5,92106.8,92053.4,92060.4,15.165,1396237.6806
2026-01-13 11:40:00,92060.4,92077.8,92022.8,92077.8,22.666,2086115.6764
2026-01-13 11:41:00,92077.8,92083.1,92069.5,92069.5,5.862,539779.7919
2026-01-13 11:42:00,92069.5,92069.6,92026.0,92048.8,11.607,1068300.2881
2026-01-13 11:43:00,92048.8,92059.9,92030.0,92030.0,6.769,623048.8588
2026-01-13 11:44:00,92030.0,92034.4,92021.2,92026.4,11.066,1018422.5301
2026-01-13 11:45:00,92026.4,92026.4,92000.4,92020.0,15.755,1449574.5865
2026-01-13 11:46:00,92020.0,92059.6,92006.8,92006.8,88.936,8185896.5814
2026-01-13 11:47:00,92006.8,92034.8,92006.8,92034.8,6.307,580362.9564
2026-01-13 11:48:00,92034.8,92034.8,91975.0,91975.1,45.856,4218961.4099
2026-01-13 11:49:00,91975.1,92000.1,91959.0,91980.1,60.569,5571136.8424
2026-01-13 11:50:00,91980.1,91980.2,91948.9,91960.0,19.658,1807738.2607
2026-01-13 11:51:00,91960.0,91975.1,91959.9,91967.0,11.26,1035561.0398
2026-01-13 11:52:00,91967.0,91967.1,91932.1,91951.3,30.7,2822765.4052
2026-01-13 11:53:00,91951.3,91962.7,91951.2,91962.6,15.295,1406500.7978
2026-01-13 11:54:00,91962.6,92000.0,91962.6,91999.9,25.025,2301617.9797
2026-01-13 11:55:00,91999.9,92064.1,91985.3,92064.0,34.536,3178091.0977
2026-01-13 11:56:00,92064.0,92064.1,92014.9,92019.6,24.486,2253845.0433
2026-01-13 11:57:00,92019.6,92019.6,91972.6,91972.6,6.645,611294.5479
2026-01-13 11:58:00,91972.6,91972.6,91955.0,91964.5,13.769,1266229.3872
2026-01-13 11:59:00,91964.5,91964.6,91964.5,91964.5,12.627,1161236.5879
2026-01-13 12:00:00,91964.5,92010.9,91964.5,92007.2,27.375,2517901.5108
2026-01-13 12:01:00,92007.2,92014.7,91986.2,92003.2,24.923,2292801.2149
2026-01-13 12:02:00,92003.2,92028.3,91986.6,91986.6,16.186,1489254.0284
2026-01-13 12:03:00,91986.6,91986.6,91942.0,91942.0,18.094,1663846.0487
2026-01-13 12:04:00,91942.0,91942.0,91923.3,91933.0,14.899,1369698.7354
2026-01-13 12:05:00,91933.0,91933.1,91923.1,91933.0,14.624,1344359.6293
2026-01-13 12:06:00,91933.0,91944.0,91933.0,91943.9,6.476,595362.044
2026-01-13 12:07:00,91943.9,91947.4,91862.2,91870.5,103.942,9551686.1542
2026-01-13 12:08:00,91870.5,91923.1,91870.3,91912.3,32.778,3012258.0364
2026-01-13 12:09:00,91912.3,91943.6,91912.2,91941.1,13.84,1272270.857
2026-01-13 12:10:00,91941.1,91962.1,91928.3,91957.4,14.873,1367464.3537
2026-01-13 12:11:00,91957.4,91980.0,91957.3,91962.9,11.78,1083349.2117
2026-01-13 12:12:00,91962.9,91979.4,91935.7,91936.9,10.463,962226.8278
2026-01-13 12:13:00,91936.9,91964.0,91918.5,91919.1,14.332,1317651.2012
2026-01-13 12:14:00,91919.1,91919.1,91894.2,91894.3,11.343,1042472.3583
2026-01-13 12:15:00,91894.3,91900.0,91874.1,91899.9,10.665,979975.2958
2026-01-13 12:16:00,91899.9,91967.9,91899.9,91942.0,34.322,3155580.7979
2026-01-13 12:17:00,91942.0,91968.4,91942.0,91966.6,18.0,1655165.2977
2026-01-13 12:18:00,91966.6,92011.7,91959.7,92006.1,30.066,2765953.0651
2026-01-13 12:19:00,92006.1,92063.1,92006.0,92040.1,49.486,4555009.0517
2026-01-13 12:20:00,92040.1,92053.3,92040.0,92040.1,10.689,983879.6753
2026-01-13 12:21:00,92040.1,92087.6,92040.1,92087.6,10.946,1007677.2973
2026-01-13 12:22:00,92087.6,92089.5,92064.0,92085.6,18.109,1667437.7222
2026-01-13 12:23:00,92085.6,92085.6,92053.2,92055.3,31.229,2875035.6184
2026-01-13 12:24:00,92055.3,92067.2,92055.3,92055.3,5.372,494542.5828
2026-01-13 12:25:00,92055.3,92055.4,92032.5,92050.9,9.812,903069.1785
2026-01-13 12:26:00,92050.9,92050.9,92011.4,92033.5,25.463,2343273.8039
2026-01-13 12:27:00,92033.5,92064.7,92033.4,92049.6,8.017,737973.7165
2026-01-13 12:28:00,92049.6,92049.6,92025.0,92036.5,25.003,2301206.1776
2026-01-13 12:29:00,92036.5,92036.5,92036.4,92036.4,4.425,407261.2841
2026-01-13 12:30:00,92036.4,92057.4,92034.7,92057.4,12.409,1142079.3324
2026-01-13 12:31:00,92057.4,92118.2,92057.4,92090.0,36.796,3388645.375
2026-01-13 12:32:00,92090.0,92100.0,92087.9,92088.0,12.359,1138199.6808
2026-01-13 12:33:00,92088.0,92121.3,92087.9,92088.5,21.39,1970056.3333
2026-01-13 12:34:00,92088.5,92093.5,92050.0,92053.1,13.403,1233990.58
2026-01-13 12:35:00,92053.1,92053.1,92053.0,92053.1,2.379,218994.157
2026-01-13 12:36:00,92053.1,92060.0,92044.7,92060.0,6.223,572822.4514
2026-01-13 12:37:00,92060.0,92060.0,92045.8,92051.0,3.432,315915.8145
2026-01-13 12:38:00,92051.0,92057.3,92046.0,92057.2,2.353,216602.2556
2026-01-13 12:39:00,92057.2,92064.8,92057.2,92064.8,5.29,487016.2005
2026-01-13 12:40:00,92064.8,92067.6,92046.3,92067.6,10.202,939137.3364
2026-01-13 12:41:00,92067.6,92076.1,92053.6,92072.0,7.075,651343.3525
2026-01-13 12:42:00,92072.0,92110.6,92071.9,92110.6,6.345,584305.7516
2026-01-13 12:43:00,92110.6,92111.3,92095.3,92111.3,7.405,682022.816
2026-01-13 12:44:00,92111.3,92111.3,92087.8,92100.6,11.062,1018726.3345
2026-01-13 12:45:00,92100.6,92108.8,92089.9,92096.0,5.317,489691.9905
2026-01-13 12:46:00,92096.0,92096.0,92088.0,92088.0,7.689,708115.2441
2026-01-13 12:47:00,92088.0,92088.1,92067.6,92077.3,6.511,599530.4842
2026-01-13 12:48:00,92077.3,92097.3,92077.3,92097.3,14.981,1379503.1476
2026-01-13 12:49:00,92097.3,92097.3,92064.4,92072.4,22.451,2067318.559
2026-01-13 12:50:00,92072.4,92072.5,92063.0,92070.9,3.317,305392.4146
2026-01-13 12:51:00,92070.9,92086.0,92054.0,92054.0,11.631,1070922.0359
2026-01-13 12:52:00,92054.0,92093.0,92052.7,92073.6,15.169,1396758.968
2026-01-13 12:53:00,92073.6,92098.1,92055.3,92069.6,8.43,776174.6407
2026-01-13 12:54:00,92069.6,92087.6,92069.6,92087.6,1.897,174678.0968
2026-01-13 12:55:00,92087.6,92087.6,92053.1,92053.2,14.17,1304515.4417
2026-01-13 12:56:00,92053.2,92053.2,92027.8,92027.9,9.495,873898.7559
2026-01-13 12:57:00,92027.9,92034.5,92027.8,92034.4,7.341,675586.6555
2026-01-13 12:58:00,92034.4,92057.4,92028.5,92042.7,13.492,1241929.3938
2026-01-13 12:59:00,92042.7,92078.1,92042.7,92078.1,5.189,477691.3581
2026-01-13 13:00:00,92078.1,92078.1,92027.2,92027.2,14.271,1313728.8109
2026-01-13 13:01:00,92027.2,92027.3,91970.0,91978.5,18.504,1702192.3571
2026-01-13 13:02:00,91978.5,91998.0,91958.1,91963.1,67.759,6232703.7268
2026-01-13 13:03:00,91963.1,91975.0,91941.8,91973.2,26.499,2436763.6326
2026-01-13 13:04:00,91973.2,91997.7,91956.9,91975.5,38.068,3501298.0746
2026-01-13 13:05:00,91975.5,91999.0,91975.5,91984.4,10.9,1002644.1669
2026-01-13 13:06:00,91984.4,91992.9,91972.0,91992.9,8.661,796630.6708
2026-01-13 13:07:00,91992.9,92008.4,91992.9,92008.4,7.76,713932.9427
2026-01-13 13:08:00,92008.4,92068.7,92008.3,92063.9,21.661,1993743.7702
2026-01-13 13:09:00,92063.9,92063.9,92005.6,92024.8,27.349,2517022.8297
2026-01-13 13:10:00,92024.8,92025.0,91999.8,91999.9,15.4,1416944.943
2026-01-13 13:11:00,91999.9,92024.9,91994.3,92013.5,25.028,2302865.3132
2026-01-13 13:12:00,92013.5,92013.5,91955.1,91965.2,67.203,6182302.922
2026-01-13 13:13:00,91965.2,91987.4,91965.2,91987.4,11.914,1095789.8117
2026-01-13 13:14:00,91987.4,91987.4,91968.4,91968.4,8.656,796168.4085
2026-01-13 13:15:00,91968.4,91978.0,91968.4,91977.9,21.605,1987096.3136
2026-01-13 13:16:00,91977.9,92000.0,91977.9,91999.9,29.011,2668791.1215
2026-01-13 13:17:00,91999.9,92000.0,91990.7,91990.8,8.638,794685.291
2026-01-13 13:18:00,91990.8,92014.4,91990.7,91992.3,80.615,7416769.4355
2026-01-13 13:19:00,91992.3,91992.3,91956.1,91956.1,23.155,2129593.0377
2026-01-13 13:20:00,91956.1,91976.9,91956.0,91976.9,18.872,1735437.665
2026-01-13 13:21:00,91976.9,92010.0,91963.0,91963.0,35.526,3268237.4144
2026-01-13 13:22:00,91963.0,91986.2,91963.0,91977.7,21.378,1966215.5449
2026-01-13 13:23:00,91977.7,91981.2,91977.6,91981.2,6.507,598509.3796
2026-01-13 13:24:00,91981.2,91990.0,91961.0,91990.0,16.235,1493201.0983
2026-01-13 13:25:00,91990.0,92000.0,91977.2,92000.0,8.793,808807.4226
2026-01-13 13:26:00,92000.0,92053.5,91999.9,92011.5,303.815,27957977.0791
2026-01-13 13:27:00,92011.5,92062.9,92011.5,92062.9,112.406,10345775.1302
2026-01-13 13:28:00,92062.9,92062.9,92011.8,92058.7,56.112,5164387.1762
2026-01-13 13:29:00,92058.7,92108.4,92058.7,92093.4,86.822,7994885.8464
2026-01-13 13:30:00,92093.4,92550.0,92093.4,92232.7,1677.684,154912625.3562
2026-01-13 13:31:00,92232.7,92343.0,92125.3,92316.8,360.169,33227699.7052
2026-01-13 13:32:00,92316.8,92600.0,92300.0,92524.6,436.622,40368520.5343
2026-01-13 13:33:00,92524.6,92537.0,92059.9,92210.3,829.281,76502878.1041
2026-01-13 13:34:00,92210.3,92272.2,92161.7,92231.4,234.376,21609287.8332
2026-01-13 13:35:00,92231.4,92368.4,92213.7,92359.6,186.606,17221440.2788
2026-01-13 13:36:00,92359.6,92431.7,92326.9,92369.8,120.524,11133975.5211
2026-01-13 13:37:00,92369.8,92398.9,92210.2,92276.4,89.817,8290437.4209
2026-01-13 13:38:00,92276.4,92276.4,92093.1,92138.2,296.062,27290269.6157
2026-01-13 13:39:00,92138.2,92162.1,92059.9,92060.0,131.211,12085971.4774
2026-01-13 13:40:00,92060.0,92090.5,92014.5,92055.1,111.934,10303227.7765
2026-01-13 13:41:00,92055.1,92155.7,92024.2,92155.7,118.284,10892754.4553
2026-01-13 13:42:00,92155.7,92172.8,92090.6,92111.1,141.845,13068111.7458
2026-01-13 13:43:00,92111.1,92219.7,92111.0,92191.4,73.262,6752490.6324
2026-01-13 13:44:00,92191.4,92231.7,92157.7,92167.9,72.678,6699908.3542
2026-01-13 13:45:00,92167.9,92196.4,92100.0,92100.1,88.128,8121044.6215
2026-01-13 13:46:00,92100.1,92133.4,92077.8,92123.0,33.238,3061337.3044
2026-01-13 13:47:00,92123.0,92127.0,92072.2,92127.0,34.393,3167688.1961
2026-01-13 13:48:00,92127.0,92157.9,92076.6,92157.9,95.504,8797761.997
2026-01-13 13:49:00,92157.9,92212.4,92138.2,92212.3,39.248,3618148.2661
2026-01-13 13:50:00,92212.3,92227.7,92085.8,92089.9,107.153,9875187.1404
2026-01-13 13:51:00,92089.9,92143.0,92088.4,92088.4,40.993,3775636.3892
2026-01-13 13:52:00,92088.4,92088.4,92025.0,92045.1,93.951,8648077.533
2026-01-13 13:53:00,92045.1,92241.4,92045.1,92205.4,287.458,26496637.3073
2026-01-13 13:54:00,92205.4,92219.4,92121.3,92121.4,88.999,8204297.6334
2026-01-13 13:55:00,92121.4,92144.6,92048.0,92085.3,65.183,6002280.4895
2026-01-13 13:56:00,92085.3,92107.5,92036.9,92037.0,86.795,7992294.9279
2026-01-13 13:57:00,92037.0,92073.7,92028.0,92028.0,41.375,3808205.0178
2026-01-13 13:58:00,92028.0,92039.8,92025.0,92034.2,22.527,2073223.8058
2026-01-13 13:59:00,92034.2,92043.9,92014.4,92029.3,37.207,3424007.9324
2026-01-13 14:00:00,92029.3,92037.4,91929.9,91956.9,175.543,16148545.1007
2026-01-13 14:01:00,91956.9,91956.9,91717.5,91840.2,474.761,43592460.5434
2026-01-13 14:02:00,91840.2,91963.0,91768.7,91928.9,385.899,35452662.4775
2026-01-13 14:03:00,91928.9,91928.9,91864.0,91874.8,70.409,6470199.3218
2026-01-13 14:04:00,91874.8,91912.4,91852.6,91870.9,32.72,3006259.0818
2026-01-13 14:05:00,91870.9,91938.0,91870.8,91917.6,58.14,5343721.901
2026-01-13 14:06:00,91917.6,91976.1,91908.1,91974.8,41.474,3813102.6095
2026-01-13 14:07:00,91974.8,91974.8,91922.0,91939.1,23.794,2187624.3214
2026-01-13 14:08:00,91939.1,91980.0,91938.7,91968.4,17.488,1608140.6595
2026-01-13 14:09:00,91968.4,91980.0,91940.5,91980.0,63.005,5794079.733
2026-01-13 14:10:00,91980.0,91981.9,91930.2,91979.6,33.081,3042010.4387
2026-01-13 14:11:00,91979.6,91979.6,91958.8,91958.9,18.704,1720258.1804
2026-01-13 14:12:00,91958.9,91958.9,91908.1,91945.0,15.02,1380880.1296
2026-01-13 14:13:00,91945.0,91950.5,91905.0,91905.0,18.309,1682937.1377
2026-01-13 14:14:00,91905.0,91937.7,91904.4,91937.7,15.188,1396105.3792
2026-01-13 14:15:00,91937.7,92000.0,91932.1,91991.6,25.304,2327073.3896
2026-01-13 14:16:00,91991.6,92038.3,91984.8,91997.2,47.45,4365810.0351
2026-01-13 14:17:00,91997.2,92085.6,91969.9,92080.2,109.723,10098718.2139
2026-01-13 14:18:00,92080.2,92149.7,92080.1,92134.7,66.829,6156572.0421
2026-01-13 14:19:00,92134.7,92143.1,92078.1,92084.3,48.755,4490924.9881
2026-01-13 14:20:00,92084.3,92145.3,92084.3,92136.0,22.444,2067595.4222
2026-01-13 14:21:00,92136.0,92150.0,92128.0,92150.0,66.115,6092312.7597
2026-01-13 14:22:00,92150.0,92262.0,92142.8,92216.1,331.394,30547532.6282
2026-01-13 14:23:00,92216.1,92235.1,92170.5,92196.0,65.865,6073276.4464
2026-01-13 14:24:00,92196.0,92237.7,92196.0,92200.1,21.426,1975805.3395
2026-01-13 14:25:00,92200.1,92222.2,92154.2,92173.4,35.128,3238261.9437
2026-01-13 14:26:00,92173.4,92192.1,92160.1,92185.2,14.0,1290451.9675
2026-01-13 14:27:00,92185.2,92250.0,92185.1,92250.0,40.3,3716231.8463
2026-01-13 14:28:00,92250.0,92363.0,92205.5,92352.1,193.94,17902532.9277
2026-01-13 14:29:00,92352.1,92399.7,92317.0,92388.1,93.577,8642222.3616
2026-01-13 14:30:00,92388.1,92478.0,92308.0,92471.2,233.166,21543944.8713
2026-01-13 14:31:00,92471.2,92480.5,92329.2,92425.6,226.821,20962254.3516
2026-01-13 14:32:00,92425.6,92495.0,92261.2,92308.3,183.017,16909325.8697
2026-01-13 14:33:00,92308.3,92420.5,92290.8,92322.7,114.717,10594455.3199
2026-01-13 14:34:00,92322.7,92451.4,92322.7,92422.4,64.314,5943087.6333
2026-01-13 14:35:00,92422.4,92550.0,92422.3,92500.0,213.368,19737953.6561
2026-01-13 14:36:00,92500.0,92780.0,92500.0,92677.7,704.391,65265040.2973
2026-01-13 14:37:00,92677.7,92741.7,92550.0,92651.7,282.749,26198838.5622
2026-01-13 14:38:00,92651.7,92733.9,92532.0,92579.9,210.639,19515796.0177
2026-01-13 14:39:00,92579.9,92716.2,92579.8,92693.9,192.263,17819196.8318
2026-01-13 14:40:00,92693.9,92794.0,92684.0,92775.0,231.535,21474324.2662
2026-01-13 14:41:00,92775.0,92829.9,92692.1,92776.9,171.847,15942847.2137
2026-01-13 14:42:00,92776.9,92823.6,92701.2,92823.6,98.227,9112213.25
2026-01-13 14:43:00,92823.6,92882.7,92742.1,92802.4,331.116,30735365.5141
2026-01-13 14:44:00,92802.4,92818.0,92599.7,92655.9,230.271,21351287.8068
2026-01-13 14:45:00,92655.9,92727.3,92620.3,92636.6,152.065,14091485.0182
2026-01-13 14:46:00,92636.6,92719.9,92532.3,92550.5,154.766,14330272.2456
2026-01-13 14:47:00,92550.5,92683.0,92532.3,92626.0,186.413,17262555.956
2026-01-13 14:48:00,92626.0,92647.6,92502.0,92540.1,139.921,12952950.719
2026-01-13 14:49:00,92540.1,92572.2,92485.8,92493.0,88.902,8225530.3982
2026-01-13 14:50:00,92493.0,92651.3,92483.8,92556.5,117.393,10870362.2105
2026-01-13 14:51:00,92556.5,92571.8,92420.0,92421.7,171.648,15870128.8069
2026-01-13 14:52:00,92421.7,92503.1,92357.0,92498.2,165.708,15314323.6213
2026-01-13 14:53:00,92498.2,92600.0,92440.3,92562.9,75.051,6944564.1279
2026-01-13 14:54:00,92562.9,92569.0,92361.3,92389.1,81.315,7519468.5548
2026-01-13 14:55:00,92389.1,92547.2,92380.0,92530.1,58.054,5368780.9964
2026-01-13 14:56:00,92530.1,92563.3,92455.6,92484.8,80.793,7473620.7028
2026-01-13 14:57:00,92484.8,92530.1,92455.6,92517.2,42.065,3890275.5991
2026-01-13 14:58:00,92517.2,92517.2,92480.0,92504.5,31.42,2906321.2138
2026-01-13 14:59:00,92504.5,92517.9,92419.1,92419.1,34.866,3224639.054
2026-01-13 15:00:00,92419.1,92419.1,92259.1,92406.9,322.274,29754553.4232
2026-01-13 15:01:00,92406.9,92406.9,92281.5,92315.4,77.485,7154895.1967
2026-01-13 15:02:00,92315.4,92320.5,92092.0,92170.5,310.074,28582720.7346
2026-01-13 15:03:00,92170.5,92184.1,92075.1,92106.5,204.325,18825647.7207
2026-01-13 15:04:00,92106.5,92222.2,92072.0,92219.6,120.624,11115057.3279
2026-01-13 15:05:00,92219.6,92327.4,92146.8,92302.6,111.39,10272045.7327
2026-01-13 15:06:00,92302.6,92409.6,92281.0,92403.0,86.681,8004263.5053
2026-01-13 15:07:00,92403.0,92484.7,92386.8,92434.5,135.384,12513885.7841
2026-01-13 15:08:00,92434.5,92463.2,92416.5,92432.2,43.738,4042944.9118
2026-01-13 15:09:00,92432.2,92432.2,92298.6,92338.8,73.126,6754130.1776
2026-01-13 15:10:00,92338.8,92343.8,92218.8,92218.8,82.979,7656295.8548
2026-01-13 15:11:00,92218.8,92358.3,92211.5,92343.0,62.079,5729043.3496
2026-01-13 15:12:00,92343.0,92428.6,92290.2,92428.6,48.771,4503802.9951
2026-01-13 15:13:00,92428.6,92531.2,92420.4,92522.3,81.254,7513233.2124
2026-01-13 15:14:00,92522.3,92561.8,92510.8,92556.0,56.614,5239051.6148
2026-01-13 15:15:00,92556.0,92557.5,92405.4,92489.2,98.993,9155391.077
2026-01-13 15:16:00,92489.2,92500.0,92385.9,92390.1,80.117,7409070.3991
2026-01-13 15:17:00,92390.1,92434.1,92358.1,92400.9,50.545,4670147.9649
2026-01-13 15:18:00,92400.9,92400.9,92147.9,92184.7,123.157,11362179.7876
2026-01-13 15:19:00,92184.7,92282.4,92170.1,92281.1,98.479,9082667.6539
